"","p.value","cor_estimate"
"ENSG00000136630",1.48065112629232e-32,0.955916378564834
"ENSG00000136631",6.44977642352306e-36,0.966409392681322
"ENSG00000136717",1.48064913896423e-33,0.959347713452063
"ENSG00000136758",5.89931827974491e-34,0.960641668559025
"ENSG00000136783",1.48018116749846e-29,0.943733580141536
"ENSG00000136819",3.81133496299211e-31,0.950565724007104
"ENSG00000136830",2.53926738306937e-29,0.94264674022451
"ENSG00000136840",6.90786848891432e-27,0.929990845656334
"ENSG00000136848",9.97765352684119e-32,0.952849758893258
"ENSG00000136867",4.85438666865005e-32,0.95403265862155
"ENSG00000136868",2.29585555724545e-33,0.958715762786181
"ENSG00000136872",1.94715229008507e-32,0.955489000895498
"ENSG00000136888",1.59003319402069e-14,0.800753325965451
"ENSG00000136930",2.31558460847284e-29,0.942833953075042
"ENSG00000136935",1.0046020092185e-32,0.95651448807459
"ENSG00000136938",1.59697070552662e-33,0.959239460539826
"ENSG00000136986",1.20419356885721e-33,0.959642045836716
"ENSG00000137038",1.19124514666834e-27,0.934242904191389
"ENSG00000137055",1.58275435463839e-30,0.948014803319737
"ENSG00000137074",3.81943302690023e-32,0.954419574617255
"ENSG00000137076",9.60712955589843e-22,0.892753880318624
"ENSG00000137101",1.37913510673285e-32,0.95602652177649
"ENSG00000137145",3.43675166653488e-35,0.964380224561576
"ENSG00000137154",1.62138306691585e-25,0.921626161174861
"ENSG00000137177",2.26362292788132e-21,0.889352186727255
"ENSG00000137216",2.28049180364465e-23,0.906358355043391
"ENSG00000137221",5.34011121401349e-32,0.953877845177242
"ENSG00000137309",2.90825111146888e-31,0.951035550305087
"ENSG00000137338",4.49472587976008e-30,0.946059275591123
"ENSG00000137492",1.25010954995935e-32,0.956178382454829
"ENSG00000137504",1.27992683962448e-32,0.956141988477438
"ENSG00000137513",1.58966218984491e-31,0.95206851247045
"ENSG00000137547",1.49846069529714e-29,0.943709100593646
"ENSG00000137693",2.79758629333194e-23,0.905664162496584
"ENSG00000137996",2.94768464472863e-32,0.95483389351542
"ENSG00000138029",5.10174472840115e-34,0.960842042682745
"ENSG00000138073",1.51986735530446e-30,0.948089279775132
"ENSG00000138085",5.59752714300027e-27,0.930514332917963
"ENSG00000138095",6.01282035511258e-31,0.949763156370137
"ENSG00000138107",3.03475610306522e-30,0.946803882801769
"ENSG00000138119",1.06126132556065e-34,0.962942777395691
"ENSG00000138207",1.83577606515246e-31,0.951824391714702
"ENSG00000138279",4.50298564022542e-31,0.950273701945047
"ENSG00000138375",9.57528568674077e-33,0.956587909711735
"ENSG00000138382",1.06085705803906e-32,0.956430976721693
"ENSG00000138430",2.68340718040844e-18,0.856441161563334
"ENSG00000138443",2.50392126277982e-31,0.951293650834176
"ENSG00000138604",5.00205502809557e-33,0.957568973776979
"ENSG00000138614",5.54782233656643e-30,0.945655817398883
"ENSG00000138760",1.0299123576867e-32,0.95647637081697
"ENSG00000138785",2.81721302844924e-29,0.942435101159666
"ENSG00000138829",1.73701865375619e-17,0.846094981892313
"ENSG00000138867",1.93736167890826e-34,0.962151427419753
"ENSG00000139173",9.11797479059164e-27,0.92929372254541
"ENSG00000139174",4.13351405853016e-32,0.954292425875996
"ENSG00000139218",2.85534909863804e-34,0.961632351064947
"ENSG00000139289",6.98197396146899e-37,0.968925461563008
"ENSG00000139329",1.15251307883372e-34,0.96283532642647
"ENSG00000139505",6.1243206282148e-34,0.960589864322763
"ENSG00000139514",2.61764058566653e-16,0.829589642785737
"ENSG00000139546",2.05754878454997e-31,0.951630071348321
"ENSG00000139613",6.40154722636368e-20,0.874950253349866
"ENSG00000139641",4.73380540009889e-30,0.945960231687658
"ENSG00000139684",4.31029755623834e-28,0.936579392077271
"ENSG00000139687",9.18458906145875e-35,0.963130268915007
"ENSG00000139971",4.9209479300582e-33,0.957593378679961
"ENSG00000139998",5.3005423505686e-21,0.885861699281239
"ENSG00000140104",1.21412604142222e-30,0.948499877767134
"ENSG00000140264",1.90487248005283e-25,0.921172135337029
"ENSG00000140319",5.52990728523761e-24,0.911025972850242
"ENSG00000140350",6.32964956367935e-33,0.957215964036443
"ENSG00000140382",8.90455522583865e-34,0.960068003990195
"ENSG00000140416",8.88526001554842e-21,0.883685530849559
"ENSG00000140575",6.43067375592392e-37,0.969014783698339
"ENSG00000140612",2.68029405791166e-32,0.954984997306177
"ENSG00000140682",7.85021238065561e-34,0.960244492665189
"ENSG00000140718",2.98391499742365e-32,0.954814444387068
"ENSG00000140740",2.54332697029272e-34,0.961787973428741
"ENSG00000140795",2.22161163416138e-25,0.920736173076807
"ENSG00000140829",2.13360122261985e-32,0.955345369677344
"ENSG00000140937",1.65798230044971e-26,0.927767520228081
"ENSG00000140943",1.35715554602229e-33,0.959472009217663
"ENSG00000140948",1.93085114159885e-31,0.951738457196062
"ENSG00000140983",1.34236064594055e-28,0.939155347127434
"ENSG00000140988",3.55584656031904e-28,0.937011894248601
"ENSG00000140992",3.9488092463503e-31,0.950503820523906
"ENSG00000140995",2.35409396560138e-27,0.932627714450538
"ENSG00000141052",1.49229649893551e-31,0.952175303189437
"ENSG00000141161",2.4245710574975e-25,0.92048727729288
"ENSG00000141367",2.73961885410881e-27,0.932262531519039
"ENSG00000141458",1.84932467225955e-30,0.947727854683513
"ENSG00000141504",9.03165131551565e-30,0.944709830148805
"ENSG00000141522",2.57475880544523e-29,0.942618505775532
"ENSG00000141562",6.98723962562908e-32,0.953438534018327
"ENSG00000141564",9.44107409132593e-30,0.944622933873539
"ENSG00000141639",8.54434961536419e-31,0.949135505751236
"ENSG00000141744",1.14742226013101e-32,0.956310461019078
"ENSG00000141753",1.76190618555848e-30,0.947817298734427
"ENSG00000141756",2.15455027171643e-33,0.958807901690619
"ENSG00000141759",2.55253362909378e-31,0.951260575546583
"ENSG00000141959",9.71191505446637e-30,0.944567424041487
"ENSG00000141994",3.0525712382987e-32,0.954778204891597
"ENSG00000142089",7.52925172364761e-35,0.963386521545837
"ENSG00000142149",4.1738512558454e-22,0.895956718819088
"ENSG00000142156",3.11608659398025e-29,0.942228892709685
"ENSG00000142186",2.15504490631551e-16,0.830835349565768
"ENSG00000142192",1.27576405390627e-18,0.860348037268068
"ENSG00000142252",1.53407090359752e-32,0.955861309648808
"ENSG00000142459",7.96547353997725e-28,0.93517838779287
"ENSG00000142534",1.38402632367944e-25,0.922069498756715
"ENSG00000142541",1.83044184523955e-25,0.921284695204845
"ENSG00000142599",2.66759785848327e-28,0.937652275044377
"ENSG00000142632",3.98787007352762e-33,0.957905970958932
"ENSG00000142657",2.79337593109881e-24,0.913188138285874
"ENSG00000142676",4.87558806522809e-26,0.92492729836225
"ENSG00000142733",3.67046881712309e-33,0.958028635714023
"ENSG00000142937",1.83213170429745e-16,0.83186755027062
"ENSG00000143061",2.64658041700696e-25,0.920237017869401
"ENSG00000143106",4.79973932789786e-31,0.950161475270885
"ENSG00000143127",2.89628190919391e-32,0.954861886582466
"ENSG00000143153",1.66558613096572e-28,0.938687214371008
"ENSG00000143158",4.83218643767825e-30,0.945920868609661
"ENSG00000143171",1.49514332547569e-25,0.921853523907848
"ENSG00000143198",3.20531105164937e-22,0.896949882572514
"ENSG00000143226",2.69658103013314e-33,0.958481470758684
"ENSG00000143248",3.62943919966742e-23,0.904772062339423
"ENSG00000143318",1.06872923960357e-31,0.9527353362517
"ENSG00000143321",1.09127701995428e-32,0.956387579903416
"ENSG00000143324",9.83483991831074e-39,0.973227685651285
"ENSG00000143369",4.47667640388901e-33,0.957734353093946
"ENSG00000143384",5.35974150805709e-28,0.936085878527682
"ENSG00000143499",1.15856353750349e-15,0.819718628345638
"ENSG00000143553",4.53666586445112e-32,0.954142224585209
"ENSG00000143570",1.42218407871985e-21,0.891210872899474
"ENSG00000143575",2.03717562273986e-32,0.955418069425831
"ENSG00000143578",3.7858617481703e-27,0.931476838174195
"ENSG00000143590",5.44879084327453e-33,0.957441032408549
"ENSG00000143727",8.52606080863233e-28,0.935021275979541
"ENSG00000143771",3.88318941123592e-36,0.967001247775262
"ENSG00000143774",1.24606185243044e-21,0.891733514359463
"ENSG00000143947",8.26641942804808e-27,0.929540771257058
"ENSG00000143977",2.46447268516925e-32,0.955117962361799
"ENSG00000144381",3.02082374168839e-28,0.93737604033624
"ENSG00000144535",3.22906882384153e-33,0.958217416100397
"ENSG00000144560",9.49470512292114e-34,0.959977828160203
"ENSG00000144647",2.5754262969543e-31,0.951245209384514
"ENSG00000144713",7.0690825022538e-27,0.929933181695804
"ENSG00000144868",1.78743081791746e-33,0.959077639253969
"ENSG00000144935",4.69102735901438e-34,0.960957348797568
"ENSG00000145022",1.90382103274985e-33,0.958986750475334
"ENSG00000145050",6.51915866080359e-31,0.949619441393379
"ENSG00000145147",4.03174896785521e-43,0.98117335788491
"ENSG00000145244",4.38526007983171e-29,0.941524464983348
"ENSG00000145335",1.47442310623978e-31,0.952195634015652
"ENSG00000145348",1.32526055034928e-36,0.968220501282448
"ENSG00000145349",2.03336100499077e-30,0.947552165480814
"ENSG00000145390",3.22104817008186e-36,0.9672166387078
"ENSG00000145545",5.28958190311241e-32,0.953893303188756
"ENSG00000145592",2.04976898190031e-26,0.927217905098559
"ENSG00000145687",3.11402258937508e-34,0.961515304675975
"ENSG00000145730",8.29925763632267e-32,0.953155091358368
"ENSG00000145741",4.14277272473764e-31,0.950419924169297
"ENSG00000145743",1.31844237540828e-30,0.948349578851186
"ENSG00000145782",1.0718932463565e-30,0.948726222273094
"ENSG00000145817",2.51210659385884e-24,0.913519182216767
"ENSG00000145819",2.17320679572073e-36,0.967665350354062
"ENSG00000146007",5.41717439992334e-33,0.957449748360703
"ENSG00000146054",9.01974318814288e-32,0.95301733318102
"ENSG00000146072",3.35373841575095e-37,0.969712611606307
"ENSG00000146112",7.4611797866429e-34,0.96031544837499
"ENSG00000146278",6.97436085976397e-33,0.957069633871
"ENSG00000146281",7.72908967113653e-33,0.956914064600705
"ENSG00000146425",1.00088433726342e-27,0.934649312763765
"ENSG00000146426",2.29362094828538e-32,0.955231439464862
"ENSG00000146433",6.39614237063287e-33,0.957200223162404
"ENSG00000146701",5.74267023826854e-24,0.9109048115126
"ENSG00000147123",4.14036519153962e-24,0.911948991008482
"ENSG00000147124",1.87392114083894e-32,0.955549073365347
"ENSG00000147140",3.25608838553475e-35,0.964447626758028
"ENSG00000147164",3.05725619107177e-32,0.954775760707243
"ENSG00000147166",2.93954110759677e-26,0.926273807196838
"ENSG00000147364",5.99921356951956e-32,0.953688187877478
"ENSG00000147454",3.87763914771163e-35,0.964229098388238
"ENSG00000147475",4.87802400686443e-32,0.954024785889117
"ENSG00000147485",1.00907025186823e-34,0.963008312352937
"ENSG00000147535",3.91149580489825e-34,0.96120583123092
"ENSG00000147573",1.53026763597361e-23,0.907698098721669
"ENSG00000147649",1.10100505968989e-34,0.962894924333407
"ENSG00000147684",5.64069460020653e-17,0.839154156696894
"ENSG00000147852",6.41235993782952e-34,0.960526161625618
"ENSG00000147854",2.59263730751201e-33,0.958538842441729
"ENSG00000147872",1.116837020054e-31,0.952661860593016
"ENSG00000148180",2.59136791379161e-17,0.843775151686348
"ENSG00000148308",2.52357036835843e-27,0.932460576513972
"ENSG00000148331",1.02648908056792e-32,0.956481473102794
"ENSG00000148337",4.54818441359009e-33,0.957710775769831
"ENSG00000148362",1.3702762854162e-32,0.956036501220585
"ENSG00000148400",3.02112867046295e-35,0.964540896228834
"ENSG00000148484",9.59407445025782e-37,0.968577867315594
"ENSG00000148498",1.38057491702811e-30,0.94826541590161
"ENSG00000148660",5.85801629735451e-33,0.95733241685866
"ENSG00000148677",6.712080929233e-21,0.884872525498714
"ENSG00000148688",4.71522105154781e-32,0.954079772529574
"ENSG00000148700",9.26739035864546e-34,0.960011904859678
"ENSG00000148803",1.08898925360141e-30,0.948697533996241
"ENSG00000148834",1.65902490780366e-27,0.933462536791895
"ENSG00000148840",4.9330312965105e-33,0.957589718353975
"ENSG00000148842",3.61694883233562e-34,0.961312378833134
"ENSG00000149090",1.35496688282559e-20,0.881875178787218
"ENSG00000149100",7.58281147960018e-32,0.95330401904032
"ENSG00000149131",3.09058521986688e-35,0.964512616525596
"ENSG00000149136",6.63288788576802e-23,0.902671523851623
"ENSG00000149182",1.5385032296829e-28,0.938859856899914
"ENSG00000149196",3.68414549763454e-32,0.954477478523357
"ENSG00000149212",2.58374310438055e-37,0.969987714376904
"ENSG00000149257",2.37859464475259e-21,0.889152080170828
"ENSG00000149273",2.49493905316382e-28,0.937800397945627
"ENSG00000149357",4.2867142713655e-28,0.936591766626379
"ENSG00000149575",3.56251166497436e-33,0.958072699661515
"ENSG00000149596",1.22001981713021e-28,0.939361521617402
"ENSG00000149809",1.61114930673427e-20,0.881123565881282
"ENSG00000149823",1.20301437393769e-28,0.939391744834538
"ENSG00000149925",7.40691735329006e-26,0.923795198601305
"ENSG00000149932",1.368194221961e-29,0.943890228461803
"ENSG00000150347",1.85294941073681e-38,0.972628730307337
"ENSG00000150456",1.36774458947827e-31,0.952322156291255
"ENSG00000150459",7.81573634232979e-24,0.909909170406721
"ENSG00000150893",5.59170899987906e-31,0.949891861996188
"ENSG00000150907",2.44283595990946e-35,0.964804137531062
"ENSG00000150990",2.76084550841553e-32,0.954938001695872
"ENSG00000150991",4.44255139362054e-28,0.93651118205643
"ENSG00000151067",1.36097928679597e-34,0.962617783740132
"ENSG00000151150",7.33140633375775e-31,0.949409970387981
"ENSG00000151208",7.74423446003362e-34,0.960263480015428
"ENSG00000151239",7.1393829297902e-33,0.957034277310106
"ENSG00000151611",5.16463276165785e-34,0.960825182427491
"ENSG00000151617",2.42783531238239e-39,0.974503877955147
"ENSG00000151640",3.29908849838516e-31,0.950817052828817
"ENSG00000151694",1.59932225898864e-34,0.962405391525891
"ENSG00000151718",1.23136298993574e-30,0.948474204421497
"ENSG00000151725",5.56991236545196e-33,0.957408087049826
"ENSG00000151729",4.95546831598272e-28,0.93626394625264
"ENSG00000151779",1.33180220060926e-32,0.956080576534394
"ENSG00000151834",2.60058222899783e-34,0.961758084997203
"ENSG00000151893",3.07735122622827e-35,0.964517957254377
"ENSG00000151929",1.076364259781e-25,0.922768316138074
"ENSG00000151967",4.29707662966397e-26,0.925265791863946
"ENSG00000152082",5.81016712329222e-29,0.940937742912078
"ENSG00000152104",1.53900736310139e-33,0.959292416917761
"ENSG00000152127",8.1979356959094e-37,0.968750357352968
"ENSG00000152234",2.62809716674125e-26,0.926568433973405
"ENSG00000152256",3.15804488660442e-28,0.937277051525961
"ENSG00000152284",7.69943768189633e-29,0.940344579418197
"ENSG00000152492",1.4332928884665e-30,0.948196820577984
"ENSG00000152684",1.34364632316176e-27,0.933960375255298
"ENSG00000152767",7.46695968802451e-32,0.953329367824623
"ENSG00000152784",3.41831946108741e-33,0.958133605427166
"ENSG00000153006",1.46505881313933e-33,0.95936284158334
"ENSG00000153066",6.35783705518013e-34,0.960538005317521
"ENSG00000153113",1.89754460331673e-26,0.927418342610085
"ENSG00000153179",8.96399271070921e-32,0.953027607146424
"ENSG00000153187",3.61783334827421e-30,0.946472026328994
"ENSG00000153201",1.11432348349434e-38,0.97311064275405
"ENSG00000153250",1.61912396252606e-34,0.962389145734637
"ENSG00000153404",3.20794613781763e-16,0.828276121273571
"ENSG00000153561",2.43151105069193e-34,0.96184826251108
"ENSG00000153721",9.75906922992223e-33,0.956558838957802
"ENSG00000153767",5.28202478464062e-33,0.957487567617425
"ENSG00000153827",7.14009398179044e-33,0.95703412667617
"ENSG00000154122",4.18164467514118e-16,0.826547157502786
"ENSG00000154217",5.0020568342822e-38,0.971662253644921
"ENSG00000154222",3.52577076970136e-33,0.95808798995886
"ENSG00000154305",8.86269949968021e-37,0.968664959600038
"ENSG00000154310",1.26982246945066e-38,0.972987677405617
"ENSG00000154518",5.46055956265559e-20,0.875678837003573
"ENSG00000154553",3.27663835932091e-27,0.931828889615902
"ENSG00000154556",1.51181546003045e-18,0.859466255192124
"ENSG00000154845",3.77422380640843e-30,0.94639179777114
"ENSG00000155366",2.35648120923235e-20,0.879455341378865
"ENSG00000155368",2.32492465178283e-27,0.93265764559237
"ENSG00000155380",8.40886021732677e-31,0.949164231692495
"ENSG00000155660",4.5356239317395e-19,0.865592286827019
"ENSG00000155827",1.3757553992074e-31,0.9523123305612
"ENSG00000155876",3.00018886748656e-22,0.897197077647295
"ENSG00000155966",9.26688340739879e-33,0.956637923248144
"ENSG00000155975",9.77650135618598e-31,0.948892748162304
"ENSG00000156140",5.7217191161983e-42,0.97935234880893
"ENSG00000156239",5.35399700616104e-33,0.95746731285705
"ENSG00000156253",7.1445731378862e-32,0.953401955159108
"ENSG00000156381",3.04131029328279e-32,0.95478409465713
"ENSG00000156411",5.98563197130842e-24,0.910771626986646
"ENSG00000156466",1.28404467849201e-32,0.956137026739499
"ENSG00000156482",2.38041372790964e-24,0.913686640763227
"ENSG00000156502",1.97931160881077e-30,0.947602119083823
"ENSG00000156508",7.21964941620289e-26,0.923865033140636
"ENSG00000156515",3.39119082157665e-28,0.937117997376777
"ENSG00000156642",1.99206190823956e-37,0.970259483776317
"ENSG00000156804",5.18748132824577e-19,0.864923482214083
"ENSG00000156885",1.18437188300368e-34,0.962799736498946
"ENSG00000157020",7.61223308780583e-26,0.923720561039729
"ENSG00000157191",1.1174891091945e-32,0.956351111377747
"ENSG00000157227",1.10351473747338e-24,0.916040816649462
"ENSG00000157483",5.01226881966e-32,0.953980759588695
"ENSG00000157540",1.15455547739285e-32,0.956300924749479
"ENSG00000157557",3.30993185625087e-31,0.950811353495565
"ENSG00000157570",3.75029831825795e-35,0.96427097201225
"ENSG00000157823",1.98723242748885e-30,0.947594716882497
"ENSG00000157870",1.58972622303087e-34,0.962413334238715
"ENSG00000157916",8.0661787362563e-27,0.929602418752249
"ENSG00000157954",1.44636002308521e-24,0.915220071890268
"ENSG00000158022",1.83012054068842e-26,0.927512119020076
"ENSG00000158106",4.27176730309242e-31,0.950366200418556
"ENSG00000158186",3.13787078254808e-25,0.919748292334713
"ENSG00000158258",4.91113014458765e-35,0.963931367559294
"ENSG00000158321",4.53434128075609e-33,0.957715312042839
"ENSG00000158406",9.2604883559182e-29,0.939952302786163
"ENSG00000158427",1.47863676576773e-32,0.955918492387844
"ENSG00000158615",8.06811497430491e-32,0.953201737975584
"ENSG00000158711",9.7482933844323e-41,0.977208561083414
"ENSG00000158769",7.16561918673118e-33,0.957028728804133
"ENSG00000158828",6.44801711410512e-29,0.940718995802392
"ENSG00000158864",1.53586679521799e-25,0.921778222912116
"ENSG00000159069",3.5172165593901e-24,0.912464831343533
"ENSG00000159167",1.08934429329269e-38,0.973131926284087
"ENSG00000159173",5.36319984422554e-21,0.885812678434444
"ENSG00000159176",5.7752607605129e-21,0.885503385081203
"ENSG00000159199",2.4818398392984e-24,0.913556908242667
"ENSG00000159200",1.01963928096874e-28,0.939746669663536
"ENSG00000159251",5.98097491078697e-28,0.935836007517835
"ENSG00000159267",1.98716405277499e-31,0.951689461823647
"ENSG00000159335",4.20710901650191e-32,0.954263981917074
"ENSG00000159346",1.1244323708398e-36,0.968402801702891
"ENSG00000159348",3.03474129917181e-24,0.912928707637291
"ENSG00000159377",6.10890327248389e-30,0.945470130147772
"ENSG00000159399",3.81496757695052e-32,0.954421454085109
"ENSG00000159592",6.2032932829256e-33,0.957246320737186
"ENSG00000159842",2.8491180068484e-37,0.969884894899594
"ENSG00000160014",1.66187377530799e-28,0.938692074948133
"ENSG00000160049",1.4339109867952e-32,0.95596615599266
"ENSG00000160097",3.93209127442337e-16,0.826950219426515
"ENSG00000160124",7.92285388837698e-33,0.956876490107055
"ENSG00000160145",3.73911537361066e-34,0.96126720688324
"ENSG00000160194",2.03611747019846e-29,0.943094024167332
"ENSG00000160294",2.2365710613814e-31,0.951487413638352
"ENSG00000160401",6.54631096545169e-33,0.95716524638641
"ENSG00000160551",6.45564409259425e-26,0.924169280665397
"ENSG00000160563",2.19787930820712e-26,0.92703619579436
"ENSG00000160584",2.67087421621716e-30,0.94704373914526
"ENSG00000160613",1.60027978352283e-26,0.927858880132795
"ENSG00000160688",1.63341676744771e-29,0.943536799582622
"ENSG00000160753",1.01048403628467e-32,0.956505547863825
"ENSG00000160789",4.29098534709115e-28,0.936589520665497
"ENSG00000160808",9.8703288076035e-19,0.86166950773281
"ENSG00000160948",1.88837845386013e-23,0.906994479122828
"ENSG00000161011",1.58236638682956e-20,0.881202042751019
"ENSG00000161013",1.28477791758645e-28,0.939250028965414
"ENSG00000161016",2.45895992232088e-25,0.92044710354173
"ENSG00000161057",3.88546729943186e-30,0.946336656548284
"ENSG00000161091",1.65994652067576e-35,0.965277753817205
"ENSG00000161204",1.43437741250653e-31,0.952242061808928
"ENSG00000161265",1.51829303965259e-32,0.955877379735842
"ENSG00000161395",3.28351284877864e-28,0.937190102669379
"ENSG00000161513",1.41745127134917e-25,0.922002826365113
"ENSG00000161638",7.66274021007763e-44,0.982229851625432
"ENSG00000161671",1.5875640525356e-33,0.959247927367862
"ENSG00000161714",1.19921686100219e-30,0.948522368962626
"ENSG00000161920",1.63467551169973e-30,0.947955432339553
"ENSG00000161960",2.45797870998124e-23,0.906104395068161
"ENSG00000161970",4.6199603544436e-16,0.825892008975629
"ENSG00000162076",1.47074239439099e-28,0.938957612613893
"ENSG00000162244",3.12782135694469e-30,0.946746996427157
"ENSG00000162402",5.45149605078076e-32,0.953844262197371
"ENSG00000162407",7.36576478965057e-37,0.968867210648417
"ENSG00000162426",2.59236582313213e-17,0.843772900545019
"ENSG00000162430",4.92977319791878e-30,0.945882578993319
"ENSG00000162433",2.09672716378296e-35,0.964992197725989
"ENSG00000162512",2.67329403499035e-29,0.942542040571259
"ENSG00000162520",1.00472500776772e-31,0.952838195834144
"ENSG00000162613",4.70827689267236e-33,0.95765926072802
"ENSG00000162688",4.28372484541851e-33,0.957799831555517
"ENSG00000162692",2.83025429820014e-32,0.954898555282125
"ENSG00000162711",2.94646138055783e-19,0.867716648728179
"ENSG00000162734",4.30720066707029e-32,0.954226057415678
"ENSG00000162736",5.1592392500497e-35,0.963868946791026
"ENSG00000162849",2.06962153571084e-16,0.831093179554896
"ENSG00000162878",1.95644836940483e-32,0.955481531523987
"ENSG00000162909",1.50722275108785e-25,0.921830984128376
"ENSG00000162923",1.94022633114125e-36,0.967793497878176
"ENSG00000163041",5.10068816089215e-16,0.825238701258946
"ENSG00000163110",1.04015037853853e-36,0.968488863163681
"ENSG00000163156",3.82636960294074e-33,0.957967159504239
"ENSG00000163359",4.37078064718749e-15,0.810369356969409
"ENSG00000163382",3.01818347725765e-17,0.842880904499156
"ENSG00000163399",2.02906693017642e-32,0.955424333333506
"ENSG00000163430",2.52632651356142e-29,0.942657129743796
"ENSG00000163444",3.75626012288526e-30,0.946400848610964
"ENSG00000163463",1.71606331885485e-30,0.947865928287003
"ENSG00000163466",1.42463336299526e-21,0.891204052886908
"ENSG00000163605",6.22101572996748e-29,0.940794354115785
"ENSG00000163682",2.43318557046956e-26,0.926770446288734
"ENSG00000163703",1.50257180826132e-32,0.955893553067393
"ENSG00000163719",5.46841674907377e-29,0.94106466485183
"ENSG00000163798",6.53909007678741e-33,0.957166910465475
"ENSG00000163840",7.66882524616254e-40,0.975508817455107
"ENSG00000163872",5.05354230851196e-28,0.936219496123581
"ENSG00000163902",8.29428526887209e-34,0.960167529024662
"ENSG00000163913",1.168562471796e-31,0.95258618799344
"ENSG00000163956",8.00491181796624e-22,0.893463637681318
"ENSG00000164054",1.41496195756001e-27,0.933838622963871
"ENSG00000164056",8.59036776863866e-33,0.956753504020806
"ENSG00000164096",3.91461351346727e-32,0.954380009769941
"ENSG00000164105",1.01893817182372e-31,0.952814819412208
"ENSG00000164107",1.26842123469977e-29,0.944040571569887
"ENSG00000164111",3.86686694678294e-32,0.954399739829851
"ENSG00000164172",1.32356824527709e-36,0.968221922896847
"ENSG00000164176",1.78186678788431e-18,0.858606867460787
"ENSG00000164244",3.00567395868158e-34,0.961563145668414
"ENSG00000164292",5.0476030920666e-34,0.960856719335858
"ENSG00000164405",4.0818393283937e-17,0.841093725143959
"ENSG00000164611",8.67997582956612e-33,0.956737700518538
"ENSG00000164692",4.51016430806004e-24,0.911677173591007
"ENSG00000164708",4.88462036368671e-20,0.876186906179284
"ENSG00000164733",4.03003293033614e-19,0.866177969311312
"ENSG00000164761",2.93329134063659e-35,0.964577571420165
"ENSG00000164880",7.78529799770505e-30,0.944999868881998
"ENSG00000164896",3.57574560179611e-25,0.91937124632509
"ENSG00000164898",1.9151078863497e-29,0.943217488624035
"ENSG00000164924",1.65116074507812e-26,0.927778159743692
"ENSG00000164949",1.70286336932811e-26,0.927698553122521
"ENSG00000164967",1.21660454726274e-19,0.871960859648918
"ENSG00000164970",4.54889382069523e-24,0.911649957767751
"ENSG00000164985",5.43867394320103e-33,0.957443816097097
"ENSG00000165119",5.43402556171262e-33,0.957445096784237
"ENSG00000165233",2.84639943460264e-29,0.942414057525533
"ENSG00000165271",1.02537337997341e-32,0.9564831395639
"ENSG00000165359",3.16057302813807e-31,0.950891489908432
"ENSG00000165410",7.33199495973437e-34,0.960339801362269
"ENSG00000165416",2.6512349374596e-36,0.967439419111514
"ENSG00000165417",7.10617114524244e-39,0.973529794942418
"ENSG00000165458",3.39295141920545e-27,0.931744050407752
"ENSG00000165527",1.65768854528841e-16,0.832500310791749
"ENSG00000165629",7.42335051468285e-43,0.980769210432729
"ENSG00000165644",8.47527711851892e-32,0.953120401524517
"ENSG00000165671",6.81755391556643e-35,0.963513876647071
"ENSG00000165678",1.40986632292963e-30,0.948226997248789
"ENSG00000165688",3.8021577173314e-29,0.941819699874242
"ENSG00000165699",1.27668556556271e-28,0.939263661511627
"ENSG00000165716",1.22035487235056e-28,0.939360930220827
"ENSG00000165795",1.17838043263075e-37,0.970800551889949
"ENSG00000165801",2.31999305628088e-31,0.951424659186265
"ENSG00000165802",8.40258035318039e-34,0.960149363191464
"ENSG00000165895",8.22697859717904e-36,0.966121686601797
"ENSG00000165995",1.08672457181417e-35,0.965789578427317
"ENSG00000166024",1.07073873990492e-32,0.956416749493391
"ENSG00000166106",4.40507240082795e-31,0.950312299875194
"ENSG00000166164",2.06330315867182e-16,0.831112653137528
"ENSG00000166165",1.20283024828347e-33,0.959643653103478
"ENSG00000166197",3.89202903931169e-40,0.976081420583279
"ENSG00000166313",2.57484807649268e-27,0.932412133814793
"ENSG00000166317",2.77085425758644e-17,0.843383053900423
"ENSG00000166326",1.89355773407752e-37,0.970312186537238
"ENSG00000166333",4.41207768559375e-29,0.941511815184973
"ENSG00000166341",9.94562092582941e-31,0.948861756558697
"ENSG00000166411",3.35354816997894e-38,0.972055469062468
"ENSG00000166441",4.32640589981045e-23,0.904165085940987
"ENSG00000166503",3.45402963971277e-35,0.964373958544098
"ENSG00000166595",3.88381403489181e-26,0.925535638389226
"ENSG00000166598",3.08473633582379e-22,0.897093277089528
"ENSG00000166747",3.46981887374755e-37,0.969676535628699
"ENSG00000166750",9.74885658734641e-41,0.977208515185575
"ENSG00000166794",3.06552747238405e-22,0.897116617852821
"ENSG00000166797",8.96745937839185e-32,0.953026966498805
"ENSG00000166833",9.43536471857822e-31,0.948956866619131
"ENSG00000166887",8.50456650329598e-33,0.956768785796289
"ENSG00000166888",3.32362059235665e-41,0.978047421085402
"ENSG00000166908",2.40666095620223e-33,0.958647259461211
"ENSG00000167004",7.85072141261535e-20,0.874008394067759
"ENSG00000167173",3.40492968300618e-32,0.954603762297212
"ENSG00000167244",6.57604019395386e-25,0.917588139503006
"ENSG00000167283",5.34879239280779e-26,0.924678041878959
"ENSG00000167323",3.00126783415132e-33,0.958324819697057
"ENSG00000167460",3.22875615280923e-19,0.867269102744165
